Orthogroup	GQIE.pep	HQIE.pep	PI18.pep	PI19.pep	PI20.pep	S001.pep	S027.pep	S054.pep	S057.pep	S076.pep	S092.pep	S098.pep	S126.pep	S181.pep	S184.pep	S185.pep	T2T.pep
OG0000338	1	4	2	1	12	8	2	1	9	1	0	0	1	11	8	10	0
OG0000339	4	5	0	0	1	6	6	3	7	4	6	4	7	3	6	7	2
OG0000340	0	5	8	10	10	3	3	5	5	2	3	3	2	2	2	3	5
OG0000341	0	7	0	0	0	1	0	1	2	4	2	9	27	9	8	1	0
OG0000342	0	0	1	0	0	8	2	6	9	2	0	4	8	25	0	6	0
OG0000343	0	0	0	1	1	0	0	40	0	0	2	0	0	27	0	0	0
OG0000344	5	3	0	0	0	16	3	4	12	3	2	6	2	3	6	3	2
OG0000345	6	3	1	4	2	5	5	5	5	6	7	2	6	4	5	4	0
OG0000346	3	4	6	3	4	5	4	5	4	6	6	1	2	4	7	5	1
OG0000347	2	7	0	1	15	0	4	3	1	2	8	11	2	4	6	4	0
OG0000348	2	1	9	9	9	1	0	0	10	1	0	13	1	1	1	2	10
OG0000349	5	2	15	10	10	7	2	2	7	1	1	3	0	1	2	1	1
OG0000350	0	1	6	5	5	7	4	5	7	4	5	1	6	5	5	1	3
OG0000351	0	0	0	0	0	2	0	0	2	0	0	4	0	62	0	0	0
OG0000352	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0000353	12	8	1	0	0	0	7	2	0	5	3	11	3	7	1	6	3
OG0000354	1	5	0	1	2	3	4	6	5	3	3	10	6	5	10	4	1
OG0000355	3	4	4	4	7	5	5	4	4	4	4	1	6	4	5	4	1
OG0000356	5	3	0	1	0	13	6	4	12	5	4	5	3	0	2	4	2
OG0000357	9	4	2	0	0	2	2	5	2	4	6	15	5	3	3	4	3
OG0000358	4	3	7	9	6	6	5	1	6	0	4	3	4	1	5	4	1
OG0000359	1	5	5	4	4	7	4	5	8	5	6	2	4	2	3	1	3
OG0000360	0	12	0	0	0	0	6	6	0	7	4	11	7	5	5	3	3
OG0000361	12	0	8	9	7	6	1	1	21	0	0	1	0	1	1	0	0
OG0000362	1	12	0	0	2	0	6	4	0	6	5	4	8	9	5	6	0
OG0000363	5	1	13	7	8	12	1	1	1	1	1	1	3	0	3	3	7
OG0000364	3	1	6	9	9	7	2	2	6	2	3	6	2	1	2	1	6
OG0000365	2	1	3	5	5	7	5	5	3	4	4	8	4	3	4	5	0
OG0000366	6	5	4	1	4	6	2	4	6	3	4	3	3	5	6	5	1
OG0000367	2	8	6	5	4	4	4	5	0	5	5	2	4	4	5	2	3
OG0000368	1	3	4	4	7	4	4	4	4	3	4	4	5	5	4	5	3
OG0000369	1	7	4	2	3	4	5	3	6	4	5	3	7	4	5	4	1
OG0000370	4	4	7	4	4	2	5	0	4	5	4	4	4	2	5	5	5
OG0000371	0	9	3	1	8	0	4	5	0	3	7	7	3	5	4	8	1
OG0000372	4	3	5	5	4	4	4	4	4	4	4	3	4	3	4	4	4
OG0000373	1	10	7	2	1	0	9	6	0	5	3	4	4	5	3	6	1
OG0000374	3	13	4	2	0	0	4	2	0	3	5	6	7	3	8	6	1
OG0000375	6	4	5	6	6	11	0	4	12	0	0	0	0	0	0	0	13
OG0000376	2	5	5	4	6	4	1	10	5	6	4	1	1	7	4	2	0
OG0000377	4	4	7	4	4	4	2	4	2	4	4	4	4	4	4	4	4
OG0000378	5	2	7	7	7	7	2	2	7	2	2	2	2	2	2	2	7
OG0000379	3	4	6	4	7	3	6	0	4	6	6	2	0	5	3	6	2
OG0000380	4	2	6	9	5	7	3	2	6	4	3	5	4	2	3	0	2
OG0000381	1	5	11	2	13	2	4	4	2	5	4	4	2	2	0	4	2
OG0000382	2	5	5	5	5	1	2	4	5	2	4	4	6	5	5	6	1
OG0000383	3	5	4	3	5	4	4	4	4	4	4	6	4	4	1	4	4
OG0000384	0	3	6	5	5	3	5	4	5	5	4	2	5	4	5	5	1
OG0000385	0	0	0	0	0	1	0	1	0	0	2	5	52	5	0	1	0
OG0000386	37	2	0	1	0	0	1	1	0	1	2	1	1	1	2	2	14
OG0000387	7	2	7	6	1	7	2	1	7	2	4	3	3	2	2	2	8
OG0000388	6	15	1	0	3	0	3	3	0	4	4	6	3	5	7	5	1
OG0000389	2	5	6	8	5	6	1	2	6	2	3	3	4	1	4	3	5
OG0000390	4	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	4
OG0000391	4	4	6	4	6	5	1	6	12	1	2	1	1	10	1	1	1
OG0000392	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0000393	1	1	8	4	5	7	2	5	7	3	6	2	3	1	3	2	6
OG0000394	4	0	10	17	7	6	1	0	11	1	0	1	0	0	1	0	7
OG0000395	1	3	4	10	12	4	0	1	4	5	4	6	6	0	2	4	0
OG0000396	0	3	1	0	0	3	4	0	3	6	3	4	2	30	7	0	0
OG0000397	2	3	7	9	7	2	5	2	5	5	2	8	3	0	4	1	0
OG0000398	6	5	6	5	5	2	4	2	6	1	1	8	2	2	4	2	4
OG0000399	5	9	1	9	2	5	1	1	5	2	1	4	1	3	3	3	10
OG0000400	5	2	7	8	6	5	3	4	5	3	3	4	1	1	2	1	5
OG0000401	7	1	6	10	5	6	1	0	6	2	2	4	1	3	2	0	9
OG0000402	5	5	6	5	5	4	3	3	4	3	5	0	2	2	3	5	5
OG0000403	0	1	8	7	23	10	0	0	11	1	0	0	2	1	1	0	0
OG0000404	6	6	5	5	5	2	1	6	5	2	1	5	6	1	1	1	6
OG0000405	1	1	5	14	10	7	2	1	3	1	2	4	0	2	2	1	8
OG0000406	4	3	3	3	4	4	4	4	4	4	4	3	4	4	4	4	4
OG0000407	3	3	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3
OG0000408	4	3	5	6	5	4	1	4	8	4	4	1	5	4	2	4	0
OG0000409	5	1	4	2	5	5	5	1	4	3	5	7	3	2	5	5	2
OG0000410	5	7	2	3	6	5	2	4	2	1	4	3	4	2	5	1	8
OG0000411	3	4	4	4	3	3	4	4	3	4	4	4	4	4	4	4	4
OG0000412	4	4	4	4	5	5	5	4	5	4	5	0	2	0	5	3	5
OG0000413	1	9	10	1	0	3	2	0	5	6	1	6	6	3	8	3	0
OG0000414	2	3	5	4	3	5	5	5	5	5	3	2	3	3	5	1	5
OG0000415	0	6	7	6	6	1	3	3	1	5	5	0	5	2	5	4	5
OG0000416	0	2	6	4	7	4	2	4	6	4	3	1	3	0	6	3	9
OG0000417	0	4	1	2	1	2	5	5	1	6	6	4	4	7	6	6	4
OG0000418	0	0	0	0	37	0	2	2	0	0	2	15	2	1	2	1	0
OG0000419	38	2	3	2	3	0	2	1	0	2	0	2	1	1	3	1	2
OG0000420	20	1	0	0	0	2	3	4	2	3	4	3	3	3	3	5	7
OG0000421	4	4	4	5	5	4	4	4	3	4	4	2	4	4	4	4	0
OG0000422	4	4	5	4	5	0	4	5	4	5	5	2	3	4	2	4	3
OG0000423	4	1	10	0	9	14	0	0	10	3	0	3	2	2	1	1	3
OG0000424	5	2	6	6	6	6	1	3	11	2	2	1	2	2	2	1	5
OG0000425	4	6	0	0	0	14	2	2	11	4	4	3	3	2	3	5	0
OG0000426	2	1	7	8	8	5	3	6	6	2	3	0	2	4	2	3	1
OG0000427	4	7	3	1	3	2	4	3	2	6	3	3	6	5	5	5	1
OG0000428	6	2	6	6	6	6	2	3	4	2	2	2	2	2	2	4	6
OG0000429	2	1	6	8	6	6	1	0	6	6	1	6	1	5	1	1	6
OG0000430	1	5	3	5	3	6	3	3	7	6	3	1	4	3	3	4	3
OG0000431	0	5	5	5	5	7	4	2	6	4	1	2	4	2	2	4	5
OG0000432	0	5	6	6	5	5	3	4	5	4	3	5	4	1	3	4	0
OG0000433	7	4	9	6	5	0	1	2	14	2	3	0	1	2	2	3	1
OG0000434	2	6	4	5	3	2	4	0	4	2	5	1	7	4	6	3	4
OG0000435	3	5	5	4	4	4	1	4	4	4	3	4	3	1	4	4	5
OG0000436	2	4	11	4	5	4	3	3	3	2	4	0	4	1	5	2	5
OG0000437	2	2	5	4	6	3	3	5	4	4	3	3	4	5	2	4	3
OG0000438	31	17	0	0	0	0	1	1	0	1	1	0	1	1	4	2	2
OG0000439	4	4	3	2	3	4	4	4	4	4	4	3	3	4	4	4	4
OG0000440	3	3	5	3	3	4	4	4	2	3	3	5	3	4	3	5	5
OG0000441	2	9	4	6	6	6	2	0	8	1	1	7	2	1	0	0	7
OG0000442	1	2	8	7	8	7	4	3	3	3	4	3	3	2	1	2	1
OG0000443	5	5	4	4	4	4	4	4	5	4	4	3	1	3	3	3	2
OG0000444	4	2	4	2	4	4	4	4	4	4	4	4	4	2	4	4	4
OG0000445	3	0	8	3	8	6	4	3	5	2	2	1	4	2	2	3	6
OG0000446	1	1	0	14	1	8	4	5	3	3	3	7	3	2	3	1	3
OG0000447	4	2	5	6	5	0	2	0	13	3	3	5	4	2	2	3	2
OG0000448	4	3	0	0	0	0	4	4	0	9	4	8	7	1	9	8	0
OG0000449	2	5	6	6	8	5	4	2	6	3	4	2	3	0	2	1	2
OG0000450	3	2	4	4	4	4	3	4	5	3	3	2	4	3	4	4	5
OG0000451	1	7	0	0	0	2	5	4	1	5	3	5	6	6	6	5	5
OG0000452	4	3	7	5	5	2	4	3	4	2	2	4	3	3	3	4	3
OG0000453	3	1	5	4	4	3	3	4	4	3	4	5	4	2	3	5	4
OG0000454	6	5	5	4	4	5	1	1	6	3	3	5	3	3	1	1	5
OG0000455	4	3	4	3	3	4	5	3	4	3	4	3	3	4	3	4	4
OG0000456	3	4	4	4	4	3	3	4	3	4	4	2	3	4	4	4	4
OG0000457	3	4	4	4	2	4	4	4	4	4	4	0	4	4	4	4	4
OG0000458	2	3	3	4	4	4	4	4	4	3	4	4	3	4	3	4	4
OG0000459	1	1	0	0	0	25	0	0	22	0	2	3	2	0	3	2	0
OG0000460	0	3	14	4	3	7	1	1	7	2	3	2	4	3	3	3	1
OG0000461	0	1	0	0	1	1	12	13	0	3	0	0	7	9	1	13	0
OG0000462	0	9	4	2	2	5	3	1	5	6	4	3	4	2	4	7	0
OG0000463	0	1	6	7	7	6	4	2	6	3	4	1	3	3	4	4	0
OG0000464	29	1	5	4	3	1	2	1	2	4	0	6	0	1	0	1	0
OG0000465	4	0	8	6	10	6	1	1	15	1	1	1	1	0	1	1	3
OG0000466	2	3	5	6	5	2	3	5	3	3	3	5	3	3	2	3	4
OG0000467	5	4	4	3	3	3	4	3	5	4	5	3	2	2	5	3	2
OG0000468	3	3	5	2	5	5	4	4	4	3	2	0	4	4	3	4	5
OG0000469	5	3	3	4	3	6	5	2	6	3	5	1	1	2	4	5	2
OG0000470	4	3	5	5	4	5	3	3	2	2	3	6	2	3	4	4	2
OG0000471	10	4	0	0	3	0	4	4	0	5	3	4	4	7	6	5	1
OG0000472	6	2	5	5	5	4	4	1	4	4	3	2	1	3	2	3	6
OG0000473	5	6	1	4	2	5	2	4	3	2	4	1	4	0	7	5	5
OG0000474	3	6	1	6	3	3	3	2	4	2	2	6	1	2	4	6	6
OG0000475	5	3	8	7	3	12	2	4	3	2	2	1	0	1	2	1	4
OG0000476	5	5	5	5	6	2	2	2	5	1	3	5	2	3	2	4	3
OG0000477	3	2	3	4	4	4	4	3	5	3	3	3	4	3	4	4	4
OG0000478	3	2	10	8	13	9	1	1	3	1	1	1	1	1	2	1	2
OG0000479	3	4	3	3	3	3	3	4	3	4	4	3	4	4	4	4	4
OG0000480	3	3	6	10	5	5	2	3	6	2	3	1	1	1	3	3	3
OG0000481	1	2	6	2	10	1	4	5	4	3	5	5	3	1	2	1	5
OG0000482	2	1	9	10	9	7	0	1	7	0	0	6	1	0	1	0	6
OG0000483	1	2	16	10	11	0	2	2	0	2	2	2	3	2	1	3	1
OG0000484	1	3	8	8	8	0	2	7	0	1	3	5	2	4	6	2	0
OG0000485	2	0	0	0	0	18	1	2	34	1	1	0	0	0	1	0	0
OG0000486	0	4	2	3	4	0	3	3	0	5	6	9	4	3	2	3	9
OG0000487	0	5	6	7	5	5	1	1	8	3	2	3	3	1	4	3	3
OG0000488	6	3	4	4	4	7	0	3	8	0	2	4	5	0	1	0	8
OG0000489	4	4	2	4	2	4	4	3	4	3	3	4	3	4	4	3	4
OG0000490	6	2	4	5	4	2	5	3	2	2	5	4	2	2	3	3	5
OG0000491	3	0	4	2	4	4	4	4	3	4	4	3	4	4	4	4	4
OG0000492	2	5	4	7	5	6	2	4	6	2	2	2	5	1	2	2	2
OG0000493	1	6	6	6	2	1	2	1	1	5	5	3	4	2	5	6	3
OG0000494	4	2	4	6	4	2	3	1	8	6	7	1	1	4	2	2	2
OG0000495	1	3	1	1	2	7	5	2	7	2	4	6	7	2	4	4	1
OG0000496	4	4	4	4	5	1	3	5	5	5	6	1	2	3	1	1	5
OG0000497	3	2	9	2	4	7	4	2	8	3	4	2	3	0	2	2	2
OG0000498	3	4	5	6	5	1	4	2	2	3	3	4	3	3	4	3	4
OG0000499	4	3	6	1	5	6	4	5	6	4	4	0	3	4	2	2	0
OG0000500	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	55
OG0000501	0	4	7	6	6	2	3	2	2	4	5	2	3	2	4	6	1
OG0000502	0	3	10	7	8	14	2	1	2	0	1	1	2	0	1	3	4
OG0000503	17	0	3	3	1	2	0	0	2	1	0	2	0	0	0	2	25
OG0000504	1	0	6	4	7	2	4	3	2	4	5	0	4	5	5	5	1
OG0000505	9	0	9	5	7	9	0	0	9	0	0	0	0	0	0	0	10
OG0000506	3	3	4	5	5	5	3	3	4	3	4	2	4	2	2	3	3
OG0000507	2	1	6	6	5	7	2	2	7	3	1	7	1	1	1	0	6
OG0000508	3	3	4	4	2	4	4	4	4	4	2	2	4	4	4	3	3
OG0000509	1	6	6	6	4	1	3	2	1	4	5	5	5	3	3	1	2
OG0000510	1	12	0	0	0	1	5	4	1	4	4	4	4	4	4	3	7
OG0000511	1	4	0	0	0	2	6	4	2	5	5	8	5	5	4	5	2
OG0000512	3	4	3	3	4	4	4	3	2	4	3	5	4	2	4	4	2
OG0000513	4	4	3	3	3	3	3	3	2	3	4	4	4	4	3	4	4
OG0000514	3	4	4	4	3	0	5	4	3	4	4	1	4	4	4	4	3
OG0000515	3	4	2	3	4	3	4	4	3	4	4	2	4	4	4	4	2
OG0000516	6	0	7	5	5	5	0	2	6	4	2	2	3	1	2	2	6
OG0000517	4	0	2	2	2	4	4	2	4	4	5	3	2	4	5	5	6
OG0000518	1	5	4	4	3	5	4	3	6	3	3	3	3	2	2	3	4
OG0000519	2	2	7	7	7	6	2	1	3	2	2	5	1	2	2	1	6
OG0000520	2	4	5	4	4	1	4	2	2	4	4	4	4	4	4	3	3
OG0000521	0	1	0	2	2	1	1	27	1	0	0	1	0	21	0	0	1
OG0000522	0	1	9	11	10	3	1	1	5	0	0	1	0	1	1	1	13
OG0000523	2	4	3	4	2	3	5	5	3	4	3	0	5	4	5	4	1
OG0000524	3	4	1	2	3	2	4	4	4	5	4	3	4	3	4	4	3
OG0000525	4	3	4	4	2	2	4	3	2	4	4	4	4	2	3	4	4
OG0000526	3	3	4	3	4	3	3	4	4	3	3	2	4	3	3	4	4
OG0000527	3	1	5	5	3	10	3	4	3	2	2	3	2	3	4	3	1
OG0000528	4	3	5	5	5	5	3	3	3	3	4	2	1	3	1	3	4
OG0000529	3	3	3	3	4	3	4	4	4	2	4	3	4	3	3	3	4
OG0000530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
OG0000531	4	2	4	3	4	4	3	3	4	4	2	2	2	4	4	4	4
OG0000532	3	3	4	2	5	3	5	3	5	3	3	2	2	3	3	4	4
OG0000533	1	6	5	3	4	5	2	3	2	4	5	3	3	2	3	3	3
OG0000534	7	0	0	0	48	1	0	0	0	0	0	0	0	1	0	0	0
OG0000535	2	5	6	2	4	2	2	4	3	2	2	5	4	2	4	4	3
OG0000536	4	3	9	3	5	0	3	2	0	2	3	7	2	3	2	4	4
OG0000537	1	7	3	2	2	1	5	4	1	2	4	4	5	5	4	4	2
OG0000538	2	4	4	4	4	3	3	3	3	3	3	4	4	3	3	5	1
OG0000539	2	2	6	3	4	1	3	3	8	5	6	2	2	1	4	3	1
OG0000540	1	5	7	9	5	6	2	1	5	6	1	1	2	1	1	2	1
OG0000541	3	5	4	4	5	6	2	3	6	1	3	2	1	1	1	2	7
OG0000542	4	3	3	3	3	5	3	4	4	3	3	3	3	3	3	3	3
OG0000543	4	4	3	3	3	4	4	4	4	2	3	3	3	3	3	2	4
OG0000544	5	0	7	7	6	7	0	1	6	0	0	4	3	0	4	0	6
OG0000545	4	3	3	3	4	4	3	5	4	3	3	3	2	3	4	1	4
OG0000546	2	1	1	5	6	3	4	2	5	4	4	1	4	4	4	4	2
OG0000547	0	3	2	2	1	4	4	4	4	4	4	5	4	4	4	4	3
OG0000548	0	2	10	0	8	2	2	3	3	5	5	1	3	3	4	4	1
OG0000549	3	3	6	5	4	0	3	3	5	5	3	3	2	4	2	2	2
OG0000550	51	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
OG0000551	10	21	1	0	0	0	1	1	0	4	3	4	4	3	1	1	1
OG0000552	2	4	4	5	4	5	2	2	5	3	2	4	2	2	3	2	4
OG0000553	4	8	0	0	1	0	3	5	0	6	4	4	6	3	5	4	2
OG0000554	3	0	5	5	7	8	1	1	8	2	1	0	2	2	1	1	8
OG0000555	2	3	6	5	6	7	3	4	6	5	0	1	1	1	0	0	5
OG0000556	4	0	4	4	4	3	3	3	3	3	3	5	3	3	3	3	4
OG0000557	4	3	3	3	1	6	2	3	4	4	4	0	2	4	3	4	5
OG0000558	4	2	5	5	5	5	3	1	5	2	3	3	2	2	2	1	5
OG0000559	3	3	3	5	4	3	3	3	3	3	3	3	3	3	3	3	4
OG0000560	2	1	4	5	4	3	4	2	4	3	3	5	2	4	4	1	4
OG0000561	3	3	6	2	3	4	5	5	4	4	3	0	3	1	4	4	1
OG0000562	1	4	4	3	5	6	3	4	4	4	2	1	3	3	1	4	3
OG0000563	1	4	7	2	6	1	6	2	2	6	3	1	7	2	2	3	0
OG0000564	0	4	9	6	6	4	1	1	5	2	1	5	3	0	1	2	5
OG0000565	0	4	2	2	4	0	5	5	0	5	3	3	6	5	5	3	3
OG0000566	0	10	0	1	0	0	3	6	0	4	5	8	6	3	4	5	0
OG0000567	0	9	0	0	0	0	5	3	0	5	4	3	4	5	5	3	9
OG0000568	0	6	1	3	3	5	4	3	6	2	2	10	4	2	2	1	1
OG0000569	3	2	11	7	12	4	1	1	1	1	1	1	1	1	1	1	5
OG0000570	17	3	0	0	2	0	1	0	0	0	0	1	0	1	0	0	29
OG0000571	1	9	4	4	5	0	2	4	2	3	4	2	3	2	5	3	1
OG0000572	6	4	5	5	4	4	2	4	4	2	1	3	2	0	2	4	2
OG0000573	4	3	15	7	7	0	1	2	0	2	2	2	2	1	2	3	1
OG0000574	2	4	1	1	2	6	1	3	4	3	6	3	2	2	3	3	8
OG0000575	4	0	6	6	4	4	1	3	6	5	1	3	1	3	1	0	6
OG0000576	1	4	0	3	1	7	2	2	5	4	7	5	1	0	6	6	0
OG0000577	3	4	3	3	1	4	3	4	3	3	3	3	4	4	3	2	4
OG0000578	3	5	0	0	0	9	2	2	7	3	2	4	4	3	5	3	2
OG0000579	4	3	4	3	6	5	2	2	5	3	3	2	2	2	4	2	2
OG0000580	5	2	5	4	4	6	2	2	5	2	2	3	1	1	2	2	6
OG0000581	2	5	3	3	3	2	3	3	3	3	4	2	3	3	4	4	4
OG0000582	3	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000583	1	1	6	5	5	0	3	4	4	3	4	3	4	2	5	4	0
OG0000584	1	3	0	8	4	4	3	3	4	4	2	6	3	2	2	3	2
OG0000585	3	4	7	9	9	1	1	1	7	0	0	2	0	0	1	0	9
OG0000586	3	2	7	6	7	4	0	3	6	4	3	3	0	1	1	0	4
OG0000587	4	0	8	7	8	7	1	0	6	0	1	2	1	3	2	1	3
OG0000588	1	4	3	3	4	3	5	5	3	3	3	3	4	2	3	3	2
OG0000589	1	4	3	2	6	2	4	4	2	3	6	1	2	6	1	5	2
OG0000590	0	4	4	4	11	0	4	3	0	6	3	4	4	2	2	3	0
OG0000591	0	2	1	2	4	6	5	4	5	5	1	4	2	3	6	3	1
OG0000592	0	1	5	6	6	2	3	3	2	5	2	9	4	0	3	2	1
OG0000593	3	5	1	4	3	4	3	4	4	2	3	2	4	3	3	3	2
OG0000594	6	3	0	2	2	2	1	1	3	5	7	3	5	1	5	6	1
OG0000595	13	6	1	1	1	0	2	4	0	3	2	10	1	3	2	3	1
OG0000596	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3
OG0000597	4	3	6	6	5	4	2	2	4	5	2	3	1	2	1	3	0
OG0000598	2	0	1	16	3	3	3	2	3	2	3	1	3	0	3	2	6
OG0000599	3	3	5	2	0	16	1	1	7	5	6	0	1	0	1	2	0
OG0000600	3	2	5	4	4	4	3	3	5	2	3	1	4	0	3	3	4
OG0000601	3	2	7	6	2	12	2	2	2	2	3	1	1	1	2	3	2
OG0000602	3	3	3	4	3	4	3	3	1	3	3	4	4	3	3	4	2
OG0000603	1	3	3	1	3	3	4	2	3	3	5	4	9	3	1	1	4
OG0000604	1	3	0	1	0	0	3	3	0	3	4	14	6	5	4	6	0
OG0000605	3	3	4	5	4	4	1	2	3	4	3	3	2	2	4	3	3
OG0000606	4	3	4	5	4	4	3	3	4	1	2	2	3	3	1	3	4
OG0000607	3	3	0	0	0	0	5	5	0	2	4	7	4	3	5	6	6
OG0000608	1	2	1	2	3	2	4	5	2	6	4	3	5	3	5	5	0
OG0000609	1	1	9	7	8	6	1	1	4	2	1	0	2	0	2	1	7
OG0000610	35	3	0	0	0	4	1	0	5	0	1	1	1	1	0	1	0
OG0000611	4	5	5	6	6	5	1	1	5	2	1	1	1	1	2	3	4
OG0000612	0	4	3	2	0	1	5	6	1	6	6	1	6	5	3	4	0
OG0000613	0	2	9	6	4	5	2	3	3	2	2	2	2	2	2	2	5
OG0000614	0	2	6	6	7	4	3	2	5	3	3	1	2	2	2	2	3
OG0000615	0	3	3	4	3	3	3	5	2	4	3	3	6	4	3	2	2
OG0000616	10	1	4	3	4	1	1	1	9	1	1	1	1	1	1	1	11
OG0000617	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000618	4	5	6	8	3	5	1	1	4	2	2	3	2	1	2	1	2
OG0000619	24	2	0	0	0	0	4	4	0	2	3	2	1	2	3	0	5
OG0000620	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3
OG0000621	1	3	4	4	5	2	3	3	2	2	3	3	3	3	4	3	4
OG0000622	4	0	1	1	4	3	4	4	3	2	4	2	4	4	4	4	4
OG0000623	4	3	5	3	4	3	4	3	4	3	1	4	3	2	1	3	2
OG0000624	2	2	3	3	4	4	3	2	4	3	3	3	3	2	7	3	1
OG0000625	1	2	1	4	2	5	3	3	5	2	2	5	3	3	4	3	4
OG0000626	2	0	3	3	5	8	3	2	6	3	2	0	2	2	3	2	6
OG0000627	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000628	2	2	5	4	9	7	0	3	7	0	0	0	1	1	2	3	6
OG0000629	2	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3
OG0000630	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000631	1	3	4	6	6	2	4	2	2	3	1	5	3	2	4	3	1
OG0000632	2	3	4	5	6	6	2	2	4	2	1	4	2	1	3	2	3
OG0000633	4	0	6	7	6	4	0	0	6	0	0	0	2	3	8	0	6
OG0000634	3	4	3	2	3	3	3	4	3	3	3	3	3	3	3	3	3
OG0000635	1	1	2	7	4	8	2	2	7	3	1	0	2	1	2	2	7
OG0000636	1	3	10	3	6	13	2	0	5	0	2	2	0	0	1	2	2
OG0000637	0	2	4	1	1	3	5	4	3	4	2	4	5	3	4	4	3
OG0000638	0	38	0	0	0	0	0	0	0	2	2	1	1	0	2	6	0
OG0000639	0	4	1	0	0	0	4	6	0	4	5	8	7	4	4	5	0
OG0000640	0	4	5	6	9	6	0	1	9	1	1	3	1	0	2	2	2
OG0000641	0	11	2	2	4	5	3	0	5	3	2	3	3	3	3	2	1
OG0000642	0	8	2	0	1	2	2	6	1	5	3	4	5	2	4	3	4
OG0000643	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
OG0000644	2	2	6	2	1	8	4	1	3	4	2	2	2	6	1	5	0
OG0000645	2	3	5	1	4	3	2	5	4	4	4	4	1	2	3	1	3
OG0000646	2	4	6	3	3	2	3	3	2	4	3	2	4	2	3	3	2
OG0000647	4	2	4	5	4	3	2	2	5	4	4	4	1	2	2	2	1
OG0000648	2	2	1	1	0	9	2	1	11	2	2	2	1	1	2	1	11
OG0000649	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000650	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000651	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000652	4	3	3	3	2	3	2	3	4	3	3	3	3	2	4	4	2
OG0000653	1	2	6	8	6	7	4	2	0	0	2	4	2	1	2	2	2
OG0000654	1	1	6	7	5	1	4	3	1	3	3	3	1	3	2	3	4
OG0000655	3	0	6	7	8	9	0	0	6	0	0	0	0	1	0	0	11
OG0000656	2	4	0	2	3	3	3	3	4	4	4	3	4	4	2	3	3
OG0000657	2	4	3	4	2	3	3	2	3	3	3	4	3	3	3	3	3
OG0000658	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000659	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000660	3	2	4	2	4	3	4	3	3	3	2	1	4	3	3	3	4
OG0000661	1	3	5	8	7	9	2	1	8	0	1	0	0	1	0	0	5
OG0000662	2	4	2	5	3	5	4	1	4	3	3	1	4	1	3	3	3
OG0000663	3	0	6	6	6	6	0	3	6	0	2	4	1	0	1	1	6
OG0000664	1	1	4	4	5	5	2	3	5	1	2	3	2	3	4	3	3
OG0000665	5	1	7	6	6	5	1	1	4	1	1	2	1	1	1	2	6
OG0000666	1	2	2	3	2	4	3	4	4	4	4	1	4	4	3	3	3
OG0000667	0	5	3	3	4	1	4	3	3	4	2	2	4	3	3	4	3
OG0000668	0	6	2	3	2	0	4	7	0	4	4	6	2	3	3	3	2
OG0000669	0	6	2	4	4	1	4	4	1	4	3	3	3	3	1	5	3
OG0000670	0	1	1	0	0	0	0	4	0	1	24	4	1	11	2	1	1
OG0000671	0	0	6	3	9	9	1	3	8	1	1	1	2	0	1	3	3
OG0000672	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
OG0000673	25	0	1	5	7	1	0	3	0	3	0	3	0	1	1	0	0
OG0000674	2	1	3	4	4	4	1	2	4	2	2	4	2	1	3	4	7
OG0000675	1	4	3	3	0	1	1	1	2	4	4	5	4	5	4	4	4
OG0000676	8	3	0	0	1	0	3	3	0	5	3	8	2	4	5	2	3
OG0000677	9	10	0	0	0	0	2	2	0	2	4	4	4	5	3	3	2
OG0000678	1	3	4	5	5	2	3	2	4	2	2	6	2	2	3	2	2
OG0000679	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3
OG0000680	3	3	3	3	4	1	3	3	1	4	3	4	3	3	3	3	3
OG0000681	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3
OG0000682	3	3	3	5	4	4	1	3	5	2	2	2	3	3	3	2	2
OG0000683	5	1	2	4	3	5	2	2	5	5	2	1	3	4	3	0	3
OG0000684	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3
